EmploymentQuestions		16195.746757078414
	work	384.4821180172997
	employer	359.0793483055591
	job	230.04172378108152
	employee	180.8045339952629
	time	148.91307280235606
	hours	142.78714682524406
	your	114.95027107365476
	fired	112.64355148482488
	after	107.23148971826495
	without	97.78892040772539
	been	95.81370200908034
	off	90.4448131476553
	one	88.63500092106759
	paid	88.34661946660361
	day	87.86105236064658
	had	84.69420688815052
	any	84.12175872182408
	days	83.68299118444011
	because	81.15947427503924
	employees	80.80277395666025


TradeSecretQuestions		275.24614355195416
	protect	9.798041247011152
	processes	7.999821280985305
	services	7.70512360233442
	secret	6.997246767962264
	employees	6.8430300476506725
	these	5.945413359238087
	way	5.577405179010864
	startup	5.518747513080681
	their	5.365219611568845
	business	5.264389616710767
	prevent	4.991630250470153
	offer	4.839382130376893
	marketing	4.656012425143453
	want	4.344906533549322
	patent	4.08076354752013
	former	3.9537001290933484
	equity	3.9398034046705392
	agreement	3.889225749380326
	trade	3.8631536249381266
	working	3.713883841943803


CorporateQuestions		3814.4708868390835
	business	120.83788058959803
	llc	118.1192838741978
	need	50.86824376361824
	corporation	42.60998535447166
	name	42.14633896149396
	should	41.6392651252917
	shares	36.72816556597644
	want	33.66424153664041
	would	33.13717453616241
	start	31.571803056298137
	california	30.988820924675558
	incorporate	30.575228768498533
	which	29.725677676148223
	best	28.18246446418266
	state	27.363473430658864
	just	27.33025338086768
	all	26.08101502447201
	way	25.397577011486526
	new	24.79762123517213
	corp	23.840900483955245


CommercialQuestions		4420.006051651835
	business	86.8608518336552
	llc	41.812816221628225
	small	31.73223009071003
	work	31.319885132390027
	any	29.506400423429994
	name	29.480832551577613
	state	29.279418372732994
	need	28.4154041538843
	new	27.596439656750977
	would	25.623929334446178
	account	24.00730306524734
	own	23.37202581007551
	against	23.075521049407996
	about	22.30010777197665
	want	22.20524331474022
	sue	22.143582791779806
	property	21.167004659041503
	all	20.711395653939654
	person	20.618079285564257
	other	19.533051737853526


ContractQuestions		6122.787413606955
	contract	260.957432280116
	agreement	94.46025108338345
	signed	78.57727140715672
	business	76.54279279055453
	lease	70.80408372977516
	any	53.89914811088694
	after	50.22125767915725
	now	49.28527937187219
	them	46.48390855906676
	would	44.90702538407572
	our	44.34096113760406
	which	38.94933579346689
	money	38.74929984968587
	need	37.37171682158419
	one	37.04761543548442
	their	36.34651723494859
	sign	36.31944606337339
	had	34.82670768258147
	without	34.41186011620373
	days	34.13444194809501


LitigationLawQuestions		492.09846905362156
	court	16.926735222026792
	file	11.353999171706008
	suit	10.962936042084236
	against	8.014921721775774
	case	7.690785202917736
	state	7.130793456251976
	judge	6.740448475559399
	been	6.143485467866836
	lawyer	6.001542139799517
	federal	5.967880600084628
	claims	5.861207589720297
	small	5.849505693849044
	law	5.694924922216321
	judgement	5.544415401298542
	lawsuit	5.181744692367136
	use	5.000506051192862
	judgment	4.999781646882032
	set	4.99392670634084
	motion	4.988420155042921
	someone	4.9813806360296535


FamilyQuestions		25099.36563779596
	child	652.8810993055264
	support	423.77507748938234
	custody	401.975491903562
	divorce	382.9618837204686
	father	259.27344031515725
	him	233.0250943442299
	state	229.76580329744633
	court	229.69693425677997
	husband	226.8317618499853
	son	217.7400296251219
	been	198.28049466931927
	mother	195.02816496023027
	years	182.0908052056704
	rights	175.22660142228585
	live	167.4199525831395
	daughter	157.89355201767123
	our	156.3762174155647
	children	153.0533601608679
	now	152.36087373043884
	married	149.09696660588824


WillsandTrustsQuestions		6559.272535974869
	trust	104.11028609290665
	attorney	73.24780702517737
	property	66.71573568150166
	home	62.20472333355296
	name	55.236649898723925
	any	47.65228101351214
	power	46.73547739521552
	father	44.86870585980526
	away	44.10460379606376
	person	43.716215917164696
	had	43.48458920276575
	who	43.298167520341906
	money	43.192469627671024
	estate	42.79853653551253
	after	41.107579816811615
	probate	40.80522032479622
	our	39.80502593355466
	their	38.693566059044784
	house	38.08469507907457
	would	38.00060658440154


RealEstateQuestions		16928.170971774096
	landlord	314.242437975926
	house	289.6315087956158
	rent	262.30968607239294
	lease	246.21983231839292
	property	240.607661661687
	home	195.77599916596256
	apartment	129.3161624025278
	mortgage	116.4704870036253
	notice	106.74855773301766
	our	106.0591886089061
	tenant	103.5433555998231
	month	96.2188271782524
	name	95.46552377894885
	now	87.77398335231922
	any	85.04197120885206
	move	83.54726773815591
	want	81.0707107373844
	after	80.77883060698657
	live	79.6203078162667
	without	79.43066960811191


CopyrightQuestions		2915.908354852702
	copyright	140.02012677117546
	use	59.796203405376886
	book	45.77726798263062
	music	41.82239050163231
	copyrighted	41.306469019600854
	website	36.147989513136736
	would	31.861357103453926
	work	28.05318542864952
	need	25.72627271003371
	pictures	24.797295046328166
	permission	24.64126600626291
	like	24.491648040690272
	video	23.970766953144015
	none	23.0
	their	22.59049643972599
	them	21.803141542213083
	make	20.946233007863817
	infringement	20.430847881804603
	want	19.21012809350568
	used	18.69049707989682


TrademarkQuestions		1434.2961345475294
	name	103.55718543697262
	trademark	77.85115506993058
	our	29.296988716058358
	use	25.018126619538272
	logo	24.46362133414115
	using	22.700218196708327
	without	20.35096943405518
	business	18.75936424922819
	their	18.118141918253187
	same	16.96676077859767
	want	15.199883003416641
	domain	14.928824678662792
	product	14.897749987101394
	trademarked	12.90261527055138
	registered	12.726771074840062
	take	11.575454116624917
	app	11.053769141273133
	infringement	10.711030500889134
	mark	10.356772391639982
	under	9.439325390980102


BankruptcyQuestions		800.5021715397236
	bankruptcy	23.76161539085629
	file	14.478052950579853
	debt	13.731261939232098
	house	12.584239415835276
	chapter	9.96952683331504
	loan	9.023782706949094
	one	8.979683159878459
	credit	8.947932833437022
	property	8.708862859550608
